Team: 70
Map: 0
Unit Length: 40
Unit: cm
Origin: (0, 1)
Notes: There are likely slight inaccuracies.
0, 0, 0, 0, 0
5, 4, 1, 0, 0
1, 1, 1, 0, 0
1, 1, 1, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
0, 0, 0, 0, 0
